source,target,source_name,target_name
309,999,Willie Young,Teresa Bass
1068,1396,Ann George,Rema Tanner
78,837,Brian Gonzalez,Sherri Caldwell
549,1325,Kelly Cruz,Natalya Espino
93,291,Nicholas Alexander,Lillian Rogers
346,508,Linda Murphy,Saul Crawford
128,923,Angela Garcia,Lowell Burke
502,984,Elsa Barnes,Angel Glover
1217,1375,Leah Miller,Johnny Cuevas
472,1407,Tammy Jones,Consuelo Matheny
518,1374,Annette Ramos,Shemeka Folse
620,976,Orville Dean,Gary Ortiz
67,1587,Matthew Thompson,Karole Grier
70,689,Martin Collins,Matthew Higgins
26,237,Sandra Sanchez,Charles Martinez
245,690,Kimberly Washington,Gregory Newton
439,1495,Lisa Ward,Judie Richter
1151,1286,Monica Luna,Marguerite Neal
656,935,Norma Fox,James Miller
1017,1206,Sadie Mccarthy,Sabrina Love
244,1219,Shawn Clark,Myra Mcdaniel
86,782,Harold Perez,Shirley Lane
635,732,Danny Peters,Terrance Mason
296,1037,Kelly Green,Jill Greene
471,889,Marie Young,Willie Taylor
241,1101,Sarah Russell,Eloise Miles
263,860,Louise Hall,Billie Blake
993,1114,Jared Pope,Erica Obrien
141,1163,Jane Foster,Wanda Williams
502,1105,Elsa Barnes,Ada Rios
904,1265,Gerard Clark,Felicia Hunter
376,737,Thomas Brooks,Bobbie Mcdonald
662,1243,Johnathan Simpson,Desiree Robbins
107,841,Terry Hernandez,Gayle Frazier
343,560,Kevin Long,Lorraine Lloyd
167,892,Jennifer Jackson,Rhonda Curry
575,946,Agnes Powers,Warren Bridges
335,619,Angela Wood,Nicolas Roy
416,1447,Gregory Perry,Ambrose Sampson
1416,1562,Carly Roche,Reta Hawley
387,666,Steven Williams,Dominic Schultz
127,261,Amanda Sanders,Janet King
245,811,Kimberly Washington,Kerry Lambert
846,1180,Thelma Bowman,Hannah Neal
971,1211,Guadalupe Tyler,Leticia Garrett
453,1514,Joshua Stewart,Caprice Lemmon
4,227,Edward Torres,Fred Hill
594,1453,Aaron Hunter,Tinisha Russ
1232,1252,Anita Barton,Melinda Knight
616,983,Travis Wagner,Philip Boone
284,1413,Gloria Jones,Nila Best
411,1517,Margaret Griffin,Larisa Kovach
1163,1381,Wanda Williams,Aurea Parrott
582,841,Ricky Houston,Gayle Frazier
974,1365,Jesus Cole,Kathrin Himes
267,686,Sean Griffin,Joshua Alexander
228,349,Jose Walker,Jerry Morgan
183,1101,Nicholas Nelson,Eloise Miles
930,1524,Danny Bass,Sharda Zamora
512,782,Calvin Goodman,Shirley Lane
278,615,Marie Taylor,Faith Malone
286,290,Diana Robinson,Douglas Cook
36,444,Jimmy Reed,Martin Johnson
77,445,Elizabeth Baker,Carl Peterson
84,341,Henry Perry,Jeffrey Clark
384,1536,Jose Wright,Obdulia Salter
364,1292,Joe Alexander,Maureen Payne
519,1315,Gustavo Gibson,Lynelle Ferry
163,1388,Lillian Hill,Nedra Moseley
1365,1372,Kathrin Himes,Marylee Rosa
750,1593,Wilbur Castillo,Ozella Mcbee
552,1083,Juan Lane,Bridget Carpenter
66,1226,Craig Brooks,Megan Weber
173,269,Steven Thomas,Eric Adams
179,1103,Cynthia Miller,Rosie Newton
1049,1251,Willie Schneider,Kristine Schultz
324,1341,Stephen Hall,Edelmira Tillman
1390,1401,Tova Florence,Mika Aranda
640,1052,Alejandro Reid,Angel Chandler
821,835,Della Jackson,Frances Carpenter
213,1510,Albert Smith,Karma Marcus
392,987,Gloria Wilson,Everett James
638,1128,Tommie Chapman,Silvia Garner
137,468,Teresa Patterson,Clarence Lewis
186,244,Diane Lopez,Shawn Clark
184,400,Kenneth Cox,Susan King
219,1324,Wayne Watson,Weston Belanger
824,989,Michelle Edwards,Homer Bradley
648,1172,Harry Harrison,Elaine Thompson
488,811,Brenda Patterson,Kerry Lambert
875,1220,Mary Martin,Jessie Hart
1442,1447,Cleopatra Collazo,Ambrose Sampson
260,538,Arthur Davis,Ralph Norris
1102,1119,Hazel Stewart,Lana Mack
427,535,Jeffrey Butler,Cornelius Stanley
189,743,Katherine Moore,Patrick Kim
344,537,Louise Barnes,Caroline Holland
832,849,May Sparks,Leah Mcbride
817,986,Ebony Reid,Adrian Phillips
1316,1573,Noe Olsen,Minh Graf
415,826,Amy Scott,Cora Gomez
1042,1333,Gwendolyn Schultz,Scottie Hamel
621,931,Bessie Bell,Rickey Jackson
562,616,Margarita Weber,Travis Wagner
780,1104,Tina Moore,Myra Lee
558,991,Leon Norman,Al Bailey
479,847,Michael Hall,Shelley Cortez
603,1142,Rodney Burke,Lynette Baker
1133,1371,Dora Larson,Bud Menard
281,862,Peter Cox,Jo Cunningham
1130,1482,Hattie May,Seymour Abraham
611,737,Joel Joseph,Bobbie Mcdonald
914,1449,Marty Rivera,Gisela Hales
334,874,Dorothy Watson,Audrey Ortega
1188,1423,Bernice Jefferson,Asha Saucedo
428,652,Kevin Howard,Kelli Turner
842,1164,April Evans,Gladys Blair
271,1083,Richard Hernandez,Bridget Carpenter
670,1317,Dean Cross,Warner Stephenson
1078,1557,Pat Marshall,Taina Tubbs
93,1305,Nicholas Alexander,Edgardo Romo
586,829,Felipe Wong,Teresa Sullivan
998,1448,Patty Rogers,Basil Mejia
200,385,Dorothy Bell,Susan Ramirez
75,1553,Michelle Bryant,Virgilio Hite
106,866,Roger Taylor,Becky Gutierrez
49,332,Joan Long,Brenda Gonzalez
245,1439,Kimberly Washington,Carmel Knutson
654,1229,Carlos Jones,Lynette Hall
579,1464,Garrett Myers,Margene Conyers
1344,1447,Kirsten Hibbard,Ambrose Sampson
446,1200,Joseph Wright,Jennifer Butler
1136,1498,Pamela Crawford,Thad Judd
289,313,Joan Rivera,Joan Thomas
7,335,Beverly Parker,Angela Wood
940,1443,Shannon Wood,Tesha Thiel
1208,1257,Judith Romero,Ruby Williamson
118,840,Gary Edwards,Alexandra Richardson
89,633,Theresa Sanders,Velma Simon
943,1597,Patrick Parker,Christal Means
669,1128,Russell Nash,Silvia Garner
238,1436,Julie Henderson,Jeanie Trout
1178,1271,Olivia Little,Jennie Rios
140,635,Catherine Butler,Danny Peters
1131,1159,Felicia Rice,June Hawkins
808,1143,Latoya Erickson,Thelma Daniel
171,1117,Betty Lewis,Anne Jenkins
1236,1441,Alicia Barber,Adena Mobley
396,1464,Tina Martin,Margene Conyers
1180,1460,Hannah Neal,Thao Montero
686,888,Joshua Alexander,Jasmine Lyons
242,1177,Nicole Perez,Miranda Green
168,962,Brenda Davis,Christopher Saunders
723,1221,Delia Townsend,Deanna Thompson
258,447,Jacqueline Johnson,Diane Ramirez
977,1366,Terence Ray,Madaline Weller
439,1462,Lisa Ward,Bonita Burleson
713,1436,Janie Oliver,Jeanie Trout
739,1574,Grant Mack,Michel Snipes
540,1099,Moses Simpson,Karla Wong
467,1115,Laura Martinez,Lucia George
840,1248,Alexandra Richardson,Miriam Dixon
411,1363,Margaret Griffin,Gertude Kingsley
519,1534,Gustavo Gibson,Kerrie Croft
309,1581,Willie Young,Remedios Delagarza
421,590,Katherine Hill,Tasha Knight
219,784,Wayne Watson,Clifford Porter
917,1580,Tommie Fields,Erlene Lennon
19,201,Victor Campbell,Edward Harris
746,795,Colleen Schneider,Ollie Ball
511,663,Angelica Howard,Emmett Alvarez
365,1512,Mark Gonzales,Floria Mathias
402,756,Brian Watson,Bernard Mcbride
359,1289,Gregory Lewis,Lela Sutton
885,990,Shirley Porter,Timmy Garner
137,193,Teresa Patterson,John Diaz
763,1113,Lionel Vaughn,Christina Tate
88,566,Michael Wright,Kristine Ross
116,1302,Marilyn Bryant,Deandre Ferris
692,1498,Charlie Andrews,Thad Judd
564,1578,Elsie Martin,Briana Willey
1282,1449,Brooke Chambers,Gisela Hales
433,600,Rose Powell,Eunice Becker
641,1532,Erick Flowers,Nidia Mccarter
76,1494,Nancy King,Christopher Hensley
794,1402,Elsa Murray,Denice Bernard
1342,1579,Rafaela Newell,Audra Avila
549,1305,Kelly Cruz,Edgardo Romo
462,1157,John Rogers,Sheryl Guzman
255,944,Robert Morris,Simon Jefferson
587,1188,Dwayne Wolfe,Bernice Jefferson
269,1516,Eric Adams,Consuelo Cordova
581,1114,Hector Cobb,Erica Obrien
197,1231,Gerald Griffin,Adrienne Harmon
95,317,Barbara Rogers,Julia Richardson
1068,1232,Ann George,Anita Barton
491,1449,Julie Simmons,Gisela Hales
1422,1464,Amalia Redding,Margene Conyers
241,1045,Sarah Russell,Michelle Washington
895,1569,Mona Tucker,Lashawnda Quick
725,978,Ervin Mccormick,Robert Casey
1077,1317,Leticia Mitchell,Warner Stephenson
626,627,Molly Murray,Darrell Schwartz
10,358,Bobby Rodriguez,Alice Brown
1217,1440,Leah Miller,Carlos Nadeau
528,958,Victoria Benson,Miguel Klein
254,755,Christine Stewart,Alfred Romero
976,1234,Gary Ortiz,Maggie Lane
917,919,Tommie Fields,Drew Poole
1236,1310,Alicia Barber,Pansy Boyle
819,1287,Jeannie Roberts,Ethel Long
415,1575,Amy Scott,Nolan Larkin
157,822,Scott Howard,Carla Arnold
491,1076,Julie Simmons,Regina Byrd
767,831,Bonnie Hubbard,Sheri Morales
1220,1222,Jessie Hart,Isabel Ramos
245,1429,Kimberly Washington,Crista Vickers
970,1339,Roy Cross,Anderson Cordell
658,1598,Essie Bowers,Florance Trice
1317,1383,Warner Stephenson,Annemarie Villa
810,829,Mandy Lawrence,Teresa Sullivan
356,1525,Diana Roberts,Deandre Lacey
899,1395,Allan Sullivan,Dorsey Hatcher
345,958,Gary Cooper,Miguel Klein
837,1569,Sherri Caldwell,Lashawnda Quick
87,1108,Karen Garcia,Gwendolyn Hunter
468,1065,Clarence Lewis,Glenda Jennings
924,1079,Erick Nguyen,Ana Cook
532,1458,Lee Rowe,Shanta Mcpherson
243,1355,Phyllis Torres,Corina Towns
768,1326,Jennifer Watkins,Chery Mcrae
813,1477,Barbara Banks,Jerrell Mcmurray
62,1200,Jason Gray,Jennifer Butler
778,1519,Glenda Myers,Tamisha Nunes
273,480,Clarence Scott,Kathleen Roberts
773,1032,Sophie Reese,Lauren Harper
427,1441,Jeffrey Butler,Adena Mobley
25,86,Stephen Lee,Harold Perez
264,1563,Roger Nelson,America Alarcon
167,993,Jennifer Jackson,Jared Pope
182,298,Willie Wilson,Bruce Campbell
314,1271,Phillip Russell,Jennie Rios
769,1443,Willard Dean,Tesha Thiel
656,1386,Norma Fox,Octavia Bowling
703,1232,Nancy Lloyd,Anita Barton
1272,1389,Leigh Benson,Tracie Rivers
72,166,Evelyn Brown,Evelyn Bell
802,1211,Lindsey Beck,Leticia Garrett
548,1178,Daisy Gross,Olivia Little
624,679,Kathy Potter,Timothy Stewart
1436,1497,Jeanie Trout,Britt Poirier
127,1301,Amanda Sanders,Santo Heck
222,1044,Samuel Sanchez,Sharon Wilkerson
137,677,Teresa Patterson,Otis Waters
202,806,Wanda Butler,Anne Nash
340,856,Peter Sanders,Kelley Martinez
301,785,Ruth Davis,Valerie Dawson
246,849,Brenda Phillips,Leah Mcbride
260,747,Arthur Davis,Vincent Francis
127,1386,Amanda Sanders,Octavia Bowling
180,495,Joshua Scott,Wanda Phillips
1072,1336,Angie Ross,Yessenia Bigelow
399,682,Stephen Gonzales,Gerald Foster
226,1056,Sandra Brown,Melba Gonzales
963,1020,Edgar Hodges,Mandy Doyle
562,825,Margarita Weber,Katherine Colon
840,1215,Alexandra Richardson,Ramona Newman
409,1257,Brandon Smith,Ruby Williamson
786,978,Desiree Brock,Robert Casey
447,466,Diane Ramirez,Charles Edwards
656,1134,Norma Fox,Vicki Hansen
168,785,Brenda Davis,Valerie Dawson
1178,1359,Olivia Little,Tanisha Conklin
727,1423,Joyce Wilkins,Asha Saucedo
35,1424,Frances Russell,Ali Bergeron
245,251,Kimberly Washington,Sharon Bryant
219,1245,Wayne Watson,Rebecca Ruiz
224,1211,Frances Lewis,Leticia Garrett
137,1063,Teresa Patterson,Gertrude Fisher
365,1070,Mark Gonzales,Leah Pierce
593,934,Jeffery Robbins,Lyle Yates
775,1499,Seth Daniels,Joanie Barr
856,1573,Kelley Martinez,Minh Graf
106,1075,Roger Taylor,Ramona Fowler
1018,1077,Angelina Todd,Leticia Mitchell
941,1531,Darnell Lambert,Alleen Espinal
1164,1280,Gladys Blair,Maxine Berry
646,1205,Pauline Tate,Myrtle Parsons
55,355,Samuel Simmons,Albert Cox
607,868,Sean Evans,Agnes Thomas
474,604,Jane Campbell,Nicole Hill
48,87,Jesse Rivera,Karen Garcia
33,1356,Alan Miller,Tanika South
294,1540,Sara Bailey,Zella Bratcher
949,1242,Erik Wright,Stacey Stephens
375,976,Joseph Bennett,Gary Ortiz
1096,1261,Alberta Wise,Margaret Frank
185,995,Albert Peterson,Theodore Jones
485,1373,Todd Bailey,Lashanda Kimmel
290,1426,Douglas Cook,Kathern Greathouse
220,544,Kevin Lee,Peter Bowers
179,1446,Cynthia Miller,Lamont Eller
1521,1553,Kerstin Hahn,Virgilio Hite
95,958,Barbara Rogers,Miguel Klein
194,1080,Fred Mitchell,Maxine Cross
773,1022,Sophie Reese,Naomi Mclaughlin
526,736,Raymond Chapman,Calvin Copeland
210,759,Dennis Lopez,Clayton Freeman
329,1125,Andrea Perez,Margarita Delgado
496,1122,Evelyn Jackson,Jenna James
118,1170,Gary Edwards,Helen Figueroa
471,1474,Marie Young,September Embry
215,465,Ralph Long,Kathy Diaz
129,1365,Phillip White,Kathrin Himes
480,885,Kathleen Roberts,Shirley Porter
296,310,Kelly Green,Johnny Turner
465,1134,Kathy Diaz,Vicki Hansen
313,628,Joan Thomas,Dewey Gutierrez
188,1271,Ruth Morgan,Jennie Rios
71,457,Anne Jackson,Rebecca Perez
671,1010,Janet Tucker,Jenny French
406,1493,Jack Hughes,Bee Gagnon
332,1544,Brenda Gonzalez,Carlee Viera
180,1038,Joshua Scott,Lee Daniels
1097,1347,Alma Hernandez,Leoma Bledsoe
172,768,Larry Bennett,Jennifer Watkins
188,633,Ruth Morgan,Velma Simon
1183,1270,Tasha Owens,Susan George
248,1401,Henry Baker,Mika Aranda
298,764,Bruce Campbell,Crystal Briggs
430,1149,Marilyn Alexander,Anita Bailey
401,597,Shirley Bryant,Ashley Bishop
37,580,Andrea Turner,Darrell Russell
41,205,Mary Williams,Irene Perry
1520,1566,Hertha Tice,Kyla Keeton
363,979,Stephanie Diaz,Kenneth Stephens
150,606,Helen Flores,Larry Phillips
463,837,Norma Clark,Sherri Caldwell
183,1457,Nicholas Nelson,Lakeisha New
106,679,Roger Taylor,Timothy Stewart
976,1093,Gary Ortiz,Holly Hunt
630,685,Jake Ward,Doyle Morales
1201,1440,Minnie Hodges,Carlos Nadeau
402,1086,Brian Watson,Connie Grant
751,1240,Jasmine Hogan,Geneva Matthews
958,1453,Miguel Klein,Tinisha Russ
996,1565,Frankie Spencer,Alane Bartels
82,1490,Stephanie Walker,Tyree Osullivan
1431,1493,Arnita Herrick,Bee Gagnon
608,782,Rita Swanson,Shirley Lane
702,975,Naomi Baker,Sammy Williamson
177,824,Judy Clark,Michelle Edwards
107,271,Terry Hernandez,Richard Hernandez
500,611,Garry Glover,Joel Joseph
483,1196,Ernest Collins,Norma Kelley
221,1196,Beverly Morgan,Norma Kelley
1459,1591,Fermin Jacob,Lane Fusco
203,733,Billy Collins,Cecelia Gibson
685,922,Doyle Morales,Marcus Santos
612,672,Nick Kim,Kelly Klein
309,1574,Willie Young,Michel Snipes
447,721,Diane Ramirez,Marcos Guzman
323,389,Sean Collins,Shawn Foster
5,488,Catherine Foster,Brenda Patterson
964,1505,Rick Harris,Shawnee Sotelo
641,1489,Erick Flowers,Ellie Lebron
1110,1559,Erin Barnett,Kaylee Santana
773,891,Sophie Reese,Casey Reeves
619,796,Nicolas Roy,Tommy Keller
576,1100,Johnnie Hale,Ebony Hunt
72,1072,Evelyn Brown,Angie Ross
149,389,Matthew Smith,Shawn Foster
144,1177,Mildred Allen,Miranda Green
548,772,Daisy Gross,Brandon Morton
827,1127,Amanda Howell,Lee Moss
1100,1514,Ebony Hunt,Caprice Lemmon
1366,1521,Madaline Weller,Kerstin Hahn
1088,1131,Edna Blair,Felicia Rice
1245,1460,Rebecca Ruiz,Thao Montero
1115,1530,Lucia George,Joye Salmon
90,1242,Ruby Lopez,Stacey Stephens
3,191,Walter Flores,Sean Price
919,1475,Drew Poole,Reed Galvez
408,505,Billy Torres,Alexandra Steele
767,932,Bonnie Hubbard,Hector Patton
31,747,Wanda Davis,Vincent Francis
791,1289,Derek Gardner,Lela Sutton
37,1581,Andrea Turner,Remedios Delagarza
471,790,Marie Young,Albert Vega
340,1124,Peter Sanders,Kate Sharp
401,1369,Shirley Bryant,Troy Lu
131,1508,Louise Williams,Margarett Armijo
11,131,Albert Lewis,Louise Williams
770,1086,Wilbert Paul,Connie Grant
308,912,Marilyn Harris,Jorge Peters
232,279,Russell White,Tammy Moore
1376,1570,Isaura Lemus,Andre Wilbanks
271,356,Richard Hernandez,Diana Roberts
162,858,Sara Barnes,Dianne Cooper
80,1542,Gregory Ross,Maris Hayden
852,1421,Courtney Graham,Dennis Sandlin
545,1233,Alison Craig,Marianne Hogan
100,474,Rose Smith,Jane Campbell
832,1326,May Sparks,Chery Mcrae
759,1113,Clayton Freeman,Christina Tate
10,580,Bobby Rodriguez,Darrell Russell
46,1177,Joe Nelson,Miranda Green
1150,1492,Maureen Curry,Raphael Lindstrom
658,1555,Essie Bowers,Carol Lowery
844,928,Christy Dunn,Alfredo Turner
396,1555,Tina Martin,Carol Lowery
901,1282,Ignacio Larson,Brooke Chambers
287,565,Michael Thompson,Norman Harris
322,1197,Lisa Coleman,Lindsay Lyons
15,780,George Clark,Tina Moore
220,920,Kevin Lee,Dave Lawrence
164,1397,Doris Martinez,Edison Boothe
620,1119,Orville Dean,Lana Mack
989,1102,Homer Bradley,Hazel Stewart
388,504,Ann Cook,Earnest Joseph
576,1378,Johnnie Hale,Monet Limon
125,1442,Nicole Perry,Cleopatra Collazo
912,1147,Jorge Peters,Faye Norman
870,1330,Lana Paul,Yuk Hamrick
1240,1278,Geneva Matthews,Tamara Perkins
134,853,Marie Collins,Irene Norton
1103,1389,Rosie Newton,Tracie Rivers
426,1290,Wayne Walker,Jeannette Jordan
844,1049,Christy Dunn,Willie Schneider
199,982,Joseph Perez,Benjamin May
1377,1512,Delta Scholl,Floria Mathias
528,663,Victoria Benson,Emmett Alvarez
172,1144,Larry Bennett,Christy Patrick
218,357,Terry Foster,Jean Walker
1453,1507,Tinisha Russ,Ester Duvall
1471,1555,Rubin Bui,Carol Lowery
628,1244,Dewey Gutierrez,Mona Todd
1311,1423,Evalyn Drew,Asha Saucedo
168,1259,Brenda Davis,Shelly Gray
999,1416,Teresa Bass,Carly Roche
802,1433,Lindsey Beck,Vivien Olivo
1051,1234,Kimberly Lowe,Maggie Lane
1466,1562,Dania Metzler,Reta Hawley
336,1517,Judith Allen,Larisa Kovach
97,152,Kevin Morgan,David James
737,778,Bobbie Mcdonald,Glenda Myers
433,1041,Rose Powell,Shelia Santos
265,1048,Christina Gonzales,Jaime Collier
464,1294,Sandra Thomas,Marta Dennis
798,1548,Felicia Gray,Harrison Kohn
221,633,Beverly Morgan,Velma Simon
712,1359,Cynthia Singleton,Tanisha Conklin
809,883,Lynn Hines,Wilma Olson
311,935,Bonnie Gray,James Miller
2,674,Ann Cook,Dana Rhodes
718,1030,Forrest Phillips,Rachel Summers
159,249,Andrew Henderson,Ryan Martin
214,1002,Ernest Brooks,Lori Watkins
337,664,Beverly Taylor,Vincent Hogan
976,1325,Gary Ortiz,Natalya Espino
114,506,Sandra Walker,Mitchell Patton
82,819,Stephanie Walker,Jeannie Roberts
1366,1596,Madaline Weller,Elidia Sewell
455,1330,David Richardson,Yuk Hamrick
167,289,Jennifer Jackson,Joan Rivera
72,280,Evelyn Brown,Gary Richardson
884,1327,Eva Chavez,Rebeca Lauer
372,1561,David Garcia,Mia Fish
112,1256,Steve Roberts,Francis Walton
376,1037,Thomas Brooks,Jill Greene
298,1346,Bruce Campbell,Hsiu Alcorn
801,1329,Sabrina Newton,Emery Lunsford
322,657,Lisa Coleman,Jessie Vega
31,1002,Wanda Davis,Lori Watkins
803,844,Irma Gregory,Christy Dunn
1212,1537,Muriel Houston,Frank Michael
133,1315,Jerry Hall,Lynelle Ferry
845,1106,Harriet Neal,Jennie Gardner
483,1019,Ernest Collins,Ida Reed
964,1063,Rick Harris,Gertrude Fisher
1063,1185,Gertrude Fisher,Debbie Jennings
808,1224,Latoya Erickson,Kari Willis
26,39,Sandra Sanchez,Robert Cooper
65,771,Patrick Wilson,Benjamin Glover
448,1555,Keith James,Carol Lowery
1400,1593,Branda Moon,Ozella Mcbee
730,1390,Shari Harper,Tova Florence
558,640,Leon Norman,Alejandro Reid
710,774,Emily Valdez,Muriel Garza
523,1585,Flora Huff,Marlin Hardesty
230,1369,Mary Price,Troy Lu
261,1585,Janet King,Marlin Hardesty
1293,1503,Carrie Saunders,Joetta Allred
253,1352,Craig Wood,Deja Marcum
504,934,Earnest Joseph,Lyle Yates
732,941,Terrance Mason,Darnell Lambert
1072,1126,Angie Ross,Charlotte Matthews
995,1580,Theodore Jones,Erlene Lennon
1164,1358,Gladys Blair,Truman Hindman
513,1019,Janice Neal,Ida Reed
135,313,Frances Torres,Joan Thomas
634,1574,Penny Frank,Michel Snipes
513,1513,Janice Neal,Sol Candelaria
325,559,Jennifer Rogers,Sonja Reed
38,237,Alice Jones,Charles Martinez
96,1410,Joseph Bennett,Lanny Gallegos
21,413,Ronald Carter,Howard Barnes
623,1564,Lester Lee,Diedre Dietz
26,491,Sandra Sanchez,Julie Simmons
221,1261,Beverly Morgan,Margaret Frank
13,1232,Kathleen Coleman,Anita Barton
104,447,Nancy Watson,Diane Ramirez
704,1000,Marty Chavez,Jasmine Chapman
300,996,Nancy Morris,Frankie Spencer
866,1407,Becky Gutierrez,Consuelo Matheny
120,1474,Brian Hughes,September Embry
540,977,Moses Simpson,Terence Ray
268,289,Ann Ramirez,Joan Rivera
49,776,Joan Long,Jean Caldwell
86,398,Harold Perez,Jerry Davis
1458,1584,Shanta Mcpherson,Merrill Littlefield
1,848,Tina Murphy,Melba Yates
936,1508,Javier Hawkins,Margarett Armijo
441,1120,Andrea Russell,Annette Hubbard
53,895,Joshua Peterson,Mona Tucker
628,1126,Dewey Gutierrez,Charlotte Matthews
3,1303,Walter Flores,Almeda Pfeifer
986,1594,Adrian Phillips,Carolynn Stacey
460,761,Walter Ross,Raymond Swanson
932,1357,Hector Patton,Marlyn Blount
1153,1213,Pat Roberson,Whitney Mccormick
206,1253,Joe Simmons,Vivian Kelley
200,276,Dorothy Bell,Rachel Barnes
637,1031,Darin Garrett,Kari Garza
1253,1300,Vivian Kelley,Shona Fortner
574,1420,Leo Leonard,Arron Travis
139,934,Craig Gonzalez,Lyle Yates
792,825,Krystal Goodwin,Katherine Colon
1,475,Tina Murphy,Ronald Murphy
82,1303,Stephanie Walker,Almeda Pfeifer
551,1373,Jason Burns,Lashanda Kimmel
894,1367,Kellie Willis,Moriah Edward
40,1306,Donna Cox,Shelba Hills
576,1466,Johnnie Hale,Dania Metzler
195,1100,Beverly Brown,Ebony Hunt
469,1074,Terry Bell,Roxanne Vaughn
205,327,Irene Perry,Carl Simmons
91,1308,Christopher Robinson,Joya Freedman
149,575,Matthew Smith,Agnes Powers
1142,1468,Lynette Baker,Mariela Bernal
429,629,Joyce Adams,Dan Delgado
822,969,Carla Arnold,Kerry Schneider
181,527,Johnny Murphy,Kerry Copeland
460,882,Walter Ross,Eileen Swanson
375,1561,Joseph Bennett,Mia Fish
30,474,Phyllis Hernandez,Jane Campbell
452,612,Linda Washington,Nick Kim
756,1289,Bernard Mcbride,Lela Sutton
1136,1510,Pamela Crawford,Karma Marcus
889,1144,Willie Taylor,Christy Patrick
13,198,Kathleen Coleman,Diana Powell
385,1461,Susan Ramirez,Isabelle Roper
555,1384,Vincent Caldwell,Kimber Layman
1019,1110,Ida Reed,Erin Barnett
464,708,Sandra Thomas,Lester Fleming
1083,1503,Bridget Carpenter,Joetta Allred
771,1008,Benjamin Glover,Charlene Jefferson
430,566,Marilyn Alexander,Kristine Ross
66,927,Craig Brooks,Neil Wong
1021,1299,Fannie Peterson,Fallon Lockett
173,415,Steven Thomas,Amy Scott
818,1385,Olive Estrada,Ping Curtin
482,496,Joe White,Evelyn Jackson
847,854,Shelley Cortez,Vera Sanchez
706,915,Jermaine Barnett,Kelly Foster
713,774,Janie Oliver,Muriel Garza
237,436,Charles Martinez,Judy Green
995,1426,Theodore Jones,Kathern Greathouse
88,722,Michael Wright,Pauline Kelley
404,958,Janice Reed,Miguel Klein
1279,1450,Heather Holmes,Zola Keel
570,990,Jaime Massey,Timmy Garner
1326,1382,Chery Mcrae,Summer Hudgens
1137,1595,Naomi Banks,Paige Hopson
1323,1493,Renae Darling,Bee Gagnon
766,1459,Dan Sutton,Fermin Jacob
1017,1041,Sadie Mccarthy,Shelia Santos
462,639,John Rogers,Helen Padilla
121,1429,Sarah Kelly,Crista Vickers
1241,1423,Leona Schneider,Asha Saucedo
938,1422,Felix Neal,Amalia Redding
1461,1463,Isabelle Roper,Nubia Dumas
740,912,Donald Massey,Jorge Peters
145,474,Shawn Harris,Jane Campbell
161,1056,Ryan Thompson,Melba Gonzales
1319,1379,Dagny Paxton,Callie Mcreynolds
519,535,Gustavo Gibson,Cornelius Stanley
607,1551,Sean Evans,Xochitl Runyon
1511,1549,Hal Richie,Vanesa Gatlin
231,1300,Martin Edwards,Shona Fortner
579,1489,Garrett Myers,Ellie Lebron
839,1565,Elizabeth Walters,Alane Bartels
64,894,Gerald Johnson,Kellie Willis
518,1330,Annette Ramos,Yuk Hamrick
1483,1487,Edyth Tomlinson,Adolfo Dewey
428,762,Kevin Howard,Erika Delgado
764,1471,Crystal Briggs,Rubin Bui
1087,1221,Julia Cummings,Deanna Thompson
885,1123,Shirley Porter,Jill Mann
75,760,Michelle Bryant,Kenneth Tucker
1393,1413,Rutha Blodgett,Nila Best
1049,1374,Willie Schneider,Shemeka Folse
440,1001,Jason Wilson,Sue Rodriquez
258,1110,Jacqueline Johnson,Erin Barnett
507,682,Kristin Rice,Gerald Foster
474,505,Jane Campbell,Alexandra Steele
477,1068,Heather Williams,Ann George
273,1418,Clarence Scott,Clementine Wendt
739,925,Grant Mack,Abraham Daniels
574,1495,Leo Leonard,Judie Richter
332,421,Brenda Gonzalez,Katherine Hill
392,1375,Gloria Wilson,Johnny Cuevas
319,976,Clarence Jackson,Gary Ortiz
444,482,Martin Johnson,Joe White
259,1111,Stephen Peterson,Muriel Hicks
400,821,Susan King,Della Jackson
314,1535,Phillip Russell,Nickie Laflamme
149,156,Matthew Smith,Bonnie Richardson
1002,1155,Lori Watkins,Charlene Stevens
1022,1133,Naomi Mclaughlin,Dora Larson
153,535,Ann Johnson,Cornelius Stanley
123,692,Joe Washington,Charlie Andrews
51,407,Ryan Watson,Thomas Taylor
47,782,Brenda Price,Shirley Lane
1518,1565,Allene Betancourt,Alane Bartels
97,1277,Kevin Morgan,Charlotte Baldwin
669,865,Russell Nash,Florence Lee
451,1317,Carlos Thompson,Warner Stephenson
86,630,Harold Perez,Jake Ward
912,1346,Jorge Peters,Hsiu Alcorn
544,950,Peter Bowers,Fred Sandoval
404,647,Janice Reed,Lynette Terry
216,596,Jessica Miller,Jesse Buchanan
1061,1362,Angela Armstrong,Jeanelle Dickson
757,1588,Ross Simmons,Idell Collado
168,1193,Brenda Davis,Bridget Moran
288,1146,Lori Parker,Kristi Mitchell
267,269,Sean Griffin,Eric Adams
851,1372,Marguerite King,Marylee Rosa
902,1045,Jose Peterson,Michelle Washington
1139,1546,Maria Frazier,Coy Worthington
1121,1232,Lisa Ramirez,Anita Barton
